Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Target
0.0,44,0.0,0,855.0,94122,37.760412,-122.484966,0,1,0.0,1.0,13.01,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,54.75,54.75,0.0,0,13.01,67.76,1
0.0,37,1.0,0,1001.0,95376,37.680968,-121.446049,4,71,0.0,1.0,10.46,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,105.15,7555.0,0.0,60,742.66,8357.66,0
1.0,64,0.0,0,1012.0,95380,37.474396,-120.875917,0,20,4.0,1.0,12.6,0.0,1.0,1.0,29.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,64.4,1398.6,0.0,0,252.0,1650.6,0
1.0,73,1.0,0,688.0,94605,37.758019,-122.138678,10,33,0.0,1.0,44.54,0.0,1.0,2.0,18.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,93.55,3055.5,0.0,0,1469.82,4525.32,0
0.0,64,0.0,2,544.0,93436,34.601055,-120.382917,0,1,5.0,1.0,43.48,0.0,1.0,1.0,16.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,60.0,0.0,10,43.48,113.48,1
1.0,79,0.0,0,1099.0,95993,39.075694,-121.70606,0,9,5.0,1.0,2.45,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.55,494.05,0.0,0,22.05,516.1,1
0.0,74,1.0,0,377.0,95746,38.749466,-121.184196,0,36,3.0,1.0,11.32,2.0,1.0,2.0,16.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,91.95,3301.05,17.76,0,407.52,3690.81,0
1.0,47,0.0,2,118.0,90621,33.874224,-117.993368,0,1,0.0,1.0,11.86,0.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,50.6,50.6,0.0,0,11.86,62.46,1
1.0,42,0.0,0,84.0,95305,37.818589,-120.256995,0,15,4.0,1.0,45.92,0.0,1.0,2.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,101.35,1553.95,0.0,0,688.8,2242.75,1
0.0,49,1.0,0,624.0,94037,37.540582,-122.509594,10,63,2.0,1.0,20.37,2.0,1.0,2.0,26.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,108.75,6871.7,0.0,0,1283.31,8155.01,0
1.0,80,0.0,0,407.0,90250,33.914775,-118.348083,0,30,0.0,1.0,38.61,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,74.75,2111.3,0.0,0,1158.3,3269.6,0
1.0,23,1.0,2,409.0,95448,38.618347,-122.908422,5,63,0.0,1.0,28.92,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,24.65,1574.5,0.0,0,1821.96,3396.46,0
1.0,69,0.0,0,977.0,96148,39.24124,-120.054765,0,66,0.0,1.0,9.9,2.0,1.0,2.0,25.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,110.9,7432.05,0.0,0,653.4,8085.45,1
1.0,76,1.0,2,498.0,92677,33.529047,-117.701175,5,71,1.0,1.0,30.16,0.0,1.0,2.0,19.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,86.7,6179.35,0.0,0,2141.36,8320.71,0
0.0,47,0.0,0,975.0,93268,35.184837,-119.402525,0,1,0.0,1.0,37.51,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,71.1,71.1,0.0,0,37.51,108.61,0
1.0,19,0.0,0,241.0,94526,37.815459,-121.977203,0,69,1.0,1.0,42.49,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.1,1268.85,0.0,0,2931.81,4200.66,0
1.0,27,0.0,0,993.0,92276,33.849263,-116.382778,0,14,4.0,1.0,43.5,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.9,283.75,0.0,0,609.0,892.75,0
0.0,32,0.0,0,1058.0,90069,34.093781,-118.381061,0,34,3.0,1.0,45.28,2.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,65.0,2157.5,0.0,0,1539.52,3697.02,0
1.0,53,1.0,0,822.0,94571,38.148862,-121.737696,7,34,0.0,1.0,26.03,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.6,678.8,0.0,0,885.02,1563.82,0
1.0,61,0.0,0,701.0,92868,33.787796,-117.875928,0,13,0.0,1.0,30.88,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,79.8,973.45,0.0,0,401.44,1374.89,1
1.0,31,0.0,0,838.0,95864,38.585826,-121.376263,0,4,0.0,1.0,20.16,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,78.9,0.0,0,80.64,159.54,0
0.0,61,1.0,3,843.0,95563,40.89866,-123.539754,2,33,0.0,1.0,24.27,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.1,670.35,0.0,0,800.91,1471.26,0
0.0,60,0.0,0,408.0,94542,37.656695,-122.048361,0,6,5.0,1.0,35.88,0.0,1.0,2.0,10.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,89.25,487.05,0.0,0,215.28,702.33,0
0.0,42,1.0,2,992.0,91360,34.214054,-118.88109,4,64,0.0,1.0,13.95,2.0,1.0,2.0,11.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,104.4,6721.6,0.0,0,892.8,7614.4,0
0.0,21,1.0,1,132.0,93207,35.865795,-118.69759,1,15,0.0,1.0,29.55,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,25.25,394.85,0.0,0,443.25,838.1,0
1.0,48,1.0,0,907.0,93263,35.490705,-119.286833,1,1,5.0,1.0,35.71,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,80.0,80.0,0.0,0,35.71,115.71,1
0.0,55,1.0,0,764.0,92870,33.881158,-117.854783,1,1,5.0,1.0,28.04,0.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,78.8,78.8,0.0,0,28.04,106.84,1
0.0,42,0.0,0,16.0,91901,32.827184,-116.703729,0,45,2.0,1.0,13.82,2.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,89.3,4192.15,0.0,0,621.9,4814.05,0
0.0,65,0.0,0,68.0,90706,33.887676,-118.127289,0,40,2.0,1.0,44.86,0.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,79.2,3233.85,0.0,0,1794.4,5028.25,1
0.0,42,1.0,1,954.0,95207,38.002125,-121.324979,1,71,0.0,1.0,19.49,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,24.7,1810.55,0.0,0,1383.79,3194.34,0
1.0,57,1.0,2,945.0,93265,36.245926,-118.693138,9,64,2.0,1.0,45.35,2.0,1.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,90.25,5629.15,0.0,0,2902.4,8531.55,0
0.0,22,0.0,0,552.0,90057,34.061918,-118.277939,0,1,0.0,1.0,31.03,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,85.45,85.45,0.0,0,31.03,116.48,1
0.0,35,0.0,0,615.0,91752,33.999992,-117.535395,0,31,0.0,0.0,0.0,1.0,1.0,1.0,10.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,49.85,1520.1,0.0,0,0.0,1520.1,0
0.0,61,1.0,1,1051.0,96094,41.465121,-122.380947,7,68,0.0,1.0,6.28,0.0,1.0,1.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,85.0,5607.75,0.0,130,427.04,6164.79,0
1.0,23,0.0,0,408.0,94545,37.62984,-122.120843,0,20,0.0,1.0,32.5,2.0,1.0,1.0,52.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,68.7,1416.2,0.0,0,650.0,2066.2,0
1.0,53,0.0,0,408.0,94541,37.674002,-122.076796,0,7,0.0,1.0,9.14,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.25,112.3,0.0,0,63.98,176.28,1
1.0,37,1.0,3,646.0,94041,37.388349,-122.075299,1,31,3.0,1.0,20.76,2.0,1.0,2.0,57.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,89.3,2823.0,0.0,0,643.56,3466.56,0
1.0,27,0.0,0,305.0,92027,33.141265,-116.967221,0,1,0.0,1.0,46.21,0.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,69.6,69.6,0.0,0,46.21,115.81,1
1.0,36,0.0,0,855.0,94110,37.750021,-122.415201,0,18,0.0,1.0,12.5,2.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,82.0,1425.45,0.0,0,225.0,1650.45,1
0.0,32,1.0,1,323.0,95537,40.726949,-124.217378,3,11,4.0,1.0,2.52,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.9,202.3,0.0,0,27.72,230.02,0
1.0,35,1.0,2,854.0,91340,34.286131,-118.435969,4,46,0.0,1.0,14.91,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,20.1,936.85,0.0,0,685.86,1622.71,0
1.0,37,1.0,0,552.0,90007,34.027337,-118.28515,0,50,0.0,1.0,20.88,2.0,1.0,2.0,13.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,105.95,5341.8,0.0,0,1044.0,6385.8,1
0.0,37,1.0,2,349.0,93706,36.654614,-119.903674,1,47,0.0,0.0,0.0,1.0,1.0,1.0,25.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,60.0,2768.65,0.0,0,0.0,2768.65,0
1.0,32,0.0,0,366.0,91207,34.182378,-118.262922,0,5,0.0,1.0,21.01,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,19.25,86.05,0.0,0,105.05,191.1,0
1.0,53,0.0,0,552.0,90004,34.076259,-118.310715,0,45,0.0,0.0,0.0,1.0,1.0,1.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,42.3,1840.75,0.0,0,0.0,1840.75,0
1.0,31,1.0,0,511.0,93536,34.741406,-118.38111,1,3,0.0,1.0,26.71,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,70.3,208.85,0.0,0,80.13,288.98,1
1.0,74,1.0,0,905.0,93662,36.545322,-119.642281,1,7,0.0,1.0,21.91,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,95.6,644.35,0.0,0,153.37,797.72,1
0.0,68,0.0,0,389.0,95636,38.636102,-120.522149,0,60,0.0,1.0,34.39,2.0,1.0,2.0,17.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,106.0,6441.4,0.0,110,2063.4,8614.8,1
1.0,46,1.0,0,999.0,90502,33.833181,-118.292062,4,50,2.0,1.0,10.33,2.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,54.9,2614.1,0.0,0,516.5,3130.6,0
0.0,51,0.0,0,60.0,92220,33.936298,-116.849577,0,42,0.0,0.0,0.0,1.0,1.0,1.0,13.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,54.75,2348.45,0.0,80,0.0,2428.45,0
0.0,64,0.0,0,552.0,90017,34.052842,-118.264495,0,2,0.0,1.0,26.93,0.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,70.75,146.9,0.0,0,53.86,200.76,1
1.0,80,1.0,0,7.0,94501,37.774633,-122.274434,3,71,1.0,1.0,37.25,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,25.45,1789.65,0.0,0,2644.75,4434.4,0
1.0,39,1.0,1,838.0,95821,38.625096,-121.383658,10,43,0.0,1.0,14.97,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.2,776.25,9.48,0,643.71,1410.48,0
0.0,53,0.0,0,194.0,95422,38.965804,-122.631779,0,1,0.0,1.0,14.48,0.0,1.0,2.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.8,75.8,0.0,0,14.48,90.28,1
0.0,44,0.0,1,81.0,92315,34.242058,-116.89802,0,35,0.0,1.0,25.52,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.1,644.5,0.0,0,893.2,1537.7,0
1.0,47,0.0,0,32.0,92308,34.424926,-117.184503,0,35,3.0,0.0,0.0,1.0,1.0,1.0,26.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,49.2,1701.65,0.0,0,0.0,1701.65,0
0.0,33,0.0,0,785.0,91963,32.619465,-116.593605,0,66,0.0,1.0,31.93,2.0,1.0,2.0,15.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,88.9,6000.1,0.0,0,2107.38,8107.48,0
0.0,32,0.0,0,666.0,95659,38.788898,-121.608624,0,1,0.0,1.0,38.31,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,45.4,45.4,0.0,0,38.31,83.71,1
0.0,51,0.0,0,449.0,92612,33.643095,-117.810896,0,1,5.0,1.0,30.52,2.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,85.0,85.0,0.0,0,30.52,115.52,1
1.0,58,0.0,0,326.0,93624,36.397745,-120.119911,0,62,2.0,1.0,22.64,2.0,1.0,2.0,9.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,96.75,6125.4,0.0,0,1403.68,7529.08,1
0.0,37,0.0,0,1099.0,95991,39.02741,-121.614982,0,24,0.0,1.0,35.56,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,94.6,2283.15,0.0,0,853.44,3136.59,0
1.0,25,0.0,0,696.0,96071,40.656287,-121.428965,0,3,5.0,1.0,22.77,0.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,55.15,159.15,0.0,0,68.31,227.46,1
0.0,19,0.0,0,57.0,91706,34.098275,-117.967399,0,51,2.0,1.0,43.79,2.0,1.0,2.0,82.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,111.5,5703.25,0.0,0,2233.29,7936.54,0
0.0,80,1.0,1,75.0,95916,39.657228,-121.37778,7,71,0.0,1.0,48.59,2.0,1.0,1.0,15.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,69.2,4982.5,0.0,0,3449.89,8432.39,0
1.0,66,0.0,0,346.0,94539,37.516791,-121.899117,0,8,0.0,1.0,11.57,0.0,1.0,2.0,27.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,100.3,832.35,0.0,0,92.56,924.91,1
0.0,68,0.0,0,751.0,95587,39.955587,-123.681175,0,67,0.0,1.0,48.43,2.0,1.0,1.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.9,3725.5,0.0,0,3244.81,6970.31,0
0.0,55,0.0,0,7.0,94501,37.774633,-122.274434,0,24,0.0,1.0,47.31,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,21.05,531.55,0.0,0,1135.44,1666.99,0
0.0,51,1.0,0,777.0,94567,38.672708,-122.403219,1,9,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,48.75,442.2,0.0,10,0.0,452.2,1
1.0,32,1.0,2,485.0,90631,33.940619,-117.9513,10,1,0.0,1.0,26.26,0.0,1.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,48.75,48.75,0.0,0,26.26,75.01,0
1.0,70,1.0,0,937.0,93665,36.959731,-120.653519,0,59,0.0,1.0,10.78,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,93.85,5574.75,8.13,0,636.02,6202.64,1
1.0,54,0.0,0,383.0,96037,41.528541,-122.955018,0,10,4.0,1.0,35.63,2.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,95.2,930.4,0.0,0,356.3,1286.7,1
0.0,22,0.0,0,829.0,94572,38.027218,-122.23463,0,42,2.0,1.0,5.75,0.0,1.0,1.0,53.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,73.9,3160.55,0.0,0,241.5,3402.05,1
1.0,47,0.0,0,1007.0,91042,34.296574,-118.244839,0,19,4.0,1.0,1.79,0.0,1.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.85,1424.5,0.0,130,34.01,1588.51,1
0.0,33,1.0,1,660.0,91321,34.370378,-118.504118,0,59,0.0,1.0,13.27,2.0,1.0,1.0,15.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,76.45,4519.5,30.22,0,782.93,5272.21,0
1.0,78,1.0,0,220.0,94925,37.924014,-122.511694,1,1,0.0,1.0,17.51,2.0,1.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,80.3,80.3,0.0,0,17.51,97.81,1
0.0,70,1.0,0,409.0,95448,38.618347,-122.908422,7,72,1.0,1.0,18.15,2.0,1.0,2.0,16.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,105.75,7629.85,0.0,80,1306.8,9016.65,0
0.0,52,0.0,0,221.0,92627,33.645672,-117.922613,0,11,4.0,1.0,24.57,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,58.95,601.6,0.0,70,270.27,941.87,0
0.0,47,1.0,2,999.0,90505,33.807882,-118.347957,1,30,3.0,1.0,16.48,0.0,1.0,1.0,17.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,66.3,1923.5,0.0,0,494.4,2417.9,0
1.0,76,0.0,0,984.0,92592,33.507255,-117.029473,0,52,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,49.15,2550.9,0.0,30,0.0,2580.9,1
0.0,27,0.0,0,307.0,92332,34.9436,-115.287901,0,46,2.0,1.0,30.6,0.0,1.0,2.0,59.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,95.65,4664.2,0.0,0,1407.6,6071.8,0
0.0,32,1.0,0,438.0,95547,40.557314,-124.081662,1,62,0.0,1.0,48.58,0.0,1.0,2.0,13.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,100.15,6283.3,0.0,0,3011.96,9295.26,1
0.0,60,0.0,0,552.0,90059,33.927254,-118.249826,0,15,4.0,1.0,40.66,2.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,55.7,899.8,0.0,0,609.9,1509.7,1
0.0,50,1.0,0,1047.0,95986,39.34128,-120.786867,6,67,0.0,1.0,17.72,2.0,1.0,2.0,23.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,109.7,7344.45,0.0,0,1187.24,8531.69,0
0.0,68,0.0,0,389.0,95636,38.636102,-120.522149,0,60,0.0,1.0,34.39,2.0,1.0,2.0,17.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,106.0,6441.4,0.0,110,2063.4,8614.8,1
0.0,63,1.0,0,852.0,92130,32.957195,-117.202542,1,30,0.0,1.0,7.01,2.0,1.0,2.0,24.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,94.1,2804.45,0.0,0,210.3,3014.75,1
1.0,42,0.0,3,17.0,95701,39.218096,-120.79153,0,1,0.0,1.0,30.63,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.55,19.55,0.0,0,30.63,50.18,0
0.0,56,1.0,0,895.0,95070,37.257772,-122.051824,3,16,4.0,1.0,10.5,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,94.65,1461.15,0.0,0,168.0,1629.15,0
0.0,46,1.0,0,449.0,92602,33.720359,-117.733655,1,57,2.0,1.0,36.65,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,70.1,3913.3,0.0,0,2089.05,6002.35,1
1.0,28,0.0,0,281.0,92242,34.137742,-114.36514,0,48,0.0,1.0,4.15,2.0,1.0,2.0,46.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,95.4,4445.3,0.0,0,199.2,4644.5,0
0.0,20,1.0,2,552.0,90025,34.046174,-118.446333,2,56,2.0,1.0,31.53,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,24.45,1385.85,0.0,0,1765.68,3151.53,0
0.0,23,0.0,0,149.0,91351,34.422519,-118.420717,0,1,5.0,1.0,5.12,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,45.95,45.95,0.0,0,5.12,51.07,1
0.0,55,1.0,0,168.0,91384,34.506627,-118.699048,3,71,0.0,1.0,32.13,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,24.75,1836.9,0.0,0,2281.23,4118.13,0
0.0,57,0.0,0,552.0,90013,34.044639,-118.240413,0,3,5.0,1.0,3.64,2.0,1.0,1.0,25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,63.6,155.65,0.0,0,10.92,166.57,1
1.0,53,1.0,0,907.0,93263,35.490705,-119.286833,1,14,4.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,46.35,667.7,0.0,0,0.0,667.7,1
1.0,62,0.0,0,885.0,95060,36.993451,-122.098858,0,19,4.0,1.0,46.49,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,61.55,1093.2,0.0,0,883.31,1976.51,0
1.0,78,1.0,0,852.0,92117,32.825086,-117.199424,1,58,0.0,1.0,49.38,2.0,1.0,2.0,19.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,108.85,6287.25,0.0,0,2864.04,9151.29,1
0.0,49,0.0,1,557.0,93402,35.279984,-120.824288,0,1,5.0,1.0,46.17,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,45.95,45.95,0.0,0,46.17,92.12,1
1.0,62,0.0,0,438.0,95547,40.557314,-124.081662,0,2,0.0,1.0,32.03,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.35,33.2,0.0,0,64.06,97.26,1
1.0,30,0.0,3,254.0,92239,33.889605,-115.257009,0,20,0.0,1.0,22.78,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.4,374.5,0.0,0,455.6,830.1,1
0.0,25,0.0,0,838.0,95830,38.490508,-121.284171,0,71,1.0,1.0,28.4,2.0,1.0,2.0,76.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,113.15,7993.3,0.0,0,2016.4,10009.7,0
0.0,45,0.0,2,304.0,95320,37.818543,-121.006907,0,18,4.0,1.0,30.22,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,25.3,454.65,0.0,0,543.96,998.61,0
0.0,62,0.0,2,855.0,94134,37.721052,-122.413573,0,12,0.0,1.0,16.96,2.0,1.0,2.0,18.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,105.3,1275.65,0.0,0,203.52,1479.17,0
0.0,64,0.0,0,849.0,94066,37.624436,-122.430661,0,12,0.0,1.0,34.92,0.0,1.0,0.0,23.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,98.9,1120.95,0.0,0,419.04,1539.99,1
0.0,73,0.0,0,345.0,95019,36.936228,-121.785559,0,13,0.0,1.0,40.37,0.0,1.0,2.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,74.3,940.35,0.0,0,524.81,1465.16,1
