Total Charges,Total Revenue,Total Long Distance Charges,Avg Monthly Long Distance Charges,Zip Code,Latitude,Longitude,Contract,Monthly Charge,City,Number of Referrals,Tenure in Months,Premium Tech Support,Online Security,Online Backup,Internet Type,Number of Dependents,Device Protection Plan,Streaming Music,Avg Monthly GB Download,Churn Target
5867.0,6890.0,1023.0,17.05,95324,37.394536,-120.890747,1.0,97.95,421.0,10,60,0.0,0.0,2.0,2.0,0,2.0,0.0,21.0,0
3527.6,3894.75,367.15,10.49,92701,33.748478,-117.858918,0.0,100.25,881.0,0,35,0.0,0.0,0.0,2.0,0,2.0,2.0,17.0,1
20.1,36.91,16.81,16.81,92028,33.362575,-117.299644,0.0,20.1,315.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
1158.85,1843.83,684.98,11.81,96085,41.737962,-123.07557,2.0,19.85,898.0,9,58,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
1893.95,2180.15,286.2,10.6,94588,37.685052,-121.912061,0.0,75.5,771.0,1,27,0.0,0.0,0.0,2.0,0,0.0,0.0,23.0,1
5497.05,6191.88,694.83,12.19,92266,33.3249,-114.758334,0.0,70.5,725.0,0,57,0.0,2.0,0.0,2.0,0,0.0,2.0,16.0,0
418.8,438.8,0.0,0.0,90262,33.923573,-118.200669,0.0,45.4,565.0,0,9,0.0,0.0,0.0,0.0,0,0.0,2.0,20.0,1
816.8,1176.8,360.0,40.0,96108,41.750354,-120.403885,0.0,90.1,245.0,0,9,0.0,0.0,0.0,2.0,0,2.0,0.0,4.0,0
3361.05,3977.83,516.78,15.66,91977,32.726627,-116.994608,1.0,103.75,944.0,1,33,2.0,2.0,0.0,2.0,0,2.0,2.0,24.0,1
3734.25,5535.07,1800.82,47.39,95920,39.449794,-121.936372,0.0,99.55,124.0,0,38,2.0,0.0,0.0,2.0,0,0.0,0.0,2.0,1
84.5,184.12,99.62,49.81,91352,34.231053,-118.338307,0.0,70.5,965.0,0,2,0.0,0.0,0.0,1.0,0,0.0,2.0,41.0,1
672.2,1886.28,1214.08,43.36,92630,33.644849,-117.684254,1.0,25.55,502.0,7,28,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
7711.25,8735.35,1024.1,14.63,93004,34.278697,-119.167798,2.0,114.95,1033.0,0,70,2.0,2.0,2.0,2.0,0,2.0,2.0,30.0,0
6705.7,6906.04,200.34,3.18,93254,34.956577,-119.750142,2.0,110.1,656.0,8,63,2.0,2.0,2.0,2.0,0,2.0,2.0,15.0,0
3532.85,5050.96,1518.11,41.03,93012,34.205504,-118.993111,0.0,95.15,138.0,2,37,0.0,0.0,2.0,2.0,1,2.0,2.0,15.0,0
58.15,103.51,45.36,15.12,96130,40.559177,-120.612113,0.0,19.8,971.0,0,3,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
1334.5,2536.74,1202.24,23.12,95653,38.674276,-121.961866,2.0,25.6,571.0,0,52,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
2419.0,3010.85,591.85,16.91,93940,36.362741,-121.869685,0.0,70.55,628.0,0,35,0.0,0.0,0.0,2.0,0,0.0,0.0,30.0,0
5979.7,8697.8,2718.1,38.83,90601,34.007353,-118.033683,2.0,84.1,1069.0,4,70,2.0,0.0,2.0,1.0,3,2.0,2.0,24.0,0
5971.25,7038.14,1066.89,17.49,90732,33.744119,-118.31448,2.0,101.05,874.0,2,61,0.0,0.0,2.0,2.0,0,0.0,2.0,21.0,0
1207.0,1816.96,609.96,35.88,93215,35.772244,-119.209689,0.0,70.8,250.0,0,17,0.0,0.0,0.0,2.0,0,0.0,0.0,52.0,0
1337.5,2128.93,791.43,11.47,92009,33.098018,-117.258203,2.0,20.15,156.0,6,69,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
21.0,37.66,16.66,16.66,91605,34.207295,-118.400022,0.0,21.0,674.0,1,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
346.4,417.7,71.3,14.26,94304,37.386978,-122.177746,0.0,70.05,723.0,0,5,0.0,0.0,0.0,1.0,0,2.0,2.0,26.0,1
233.7,261.36,27.66,9.22,92122,32.85723,-117.209774,0.0,81.35,852.0,0,3,0.0,0.0,2.0,2.0,0,0.0,0.0,14.0,1
24.05,44.31,20.26,20.26,93306,35.449881,-118.841442,0.0,24.05,56.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
127.1,227.52,90.42,30.14,92028,33.362575,-117.299644,0.0,45.0,315.0,0,3,0.0,0.0,0.0,1.0,0,0.0,0.0,6.0,1
74.7,86.04,11.34,11.34,95949,39.099204,-121.137962,0.0,74.7,378.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,20.0,1
706.85,706.85,0.0,0.0,93706,36.654614,-119.903674,0.0,54.45,349.0,1,13,2.0,2.0,0.0,0.0,0,0.0,2.0,71.0,1
2917.5,4603.51,1579.9,45.14,94579,37.687264,-122.15728,0.0,85.3,864.0,0,35,2.0,0.0,2.0,2.0,0,0.0,2.0,41.0,1
198.1,297.1,99.0,8.25,95461,38.787446,-122.58675,0.0,19.4,605.0,0,12,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
8297.5,10237.91,1872.98,26.38,92708,33.712036,-117.950113,2.0,116.05,342.0,5,71,2.0,2.0,2.0,2.0,1,2.0,2.0,18.0,0
226.45,226.45,0.0,0.0,91104,34.165383,-118.123752,0.0,30.45,732.0,0,8,0.0,2.0,0.0,0.0,0,0.0,0.0,4.0,1
1752.55,1910.88,203.94,11.33,90065,34.108833,-118.229715,0.0,95.45,552.0,0,18,0.0,0.0,0.0,2.0,3,0.0,2.0,52.0,1
308.7,421.14,112.44,28.11,91331,34.255442,-118.421314,0.0,74.95,716.0,1,4,0.0,0.0,0.0,2.0,0,0.0,0.0,27.0,1
185.55,203.27,17.72,8.86,94947,38.112166,-122.634384,0.0,89.55,679.0,1,2,0.0,0.0,0.0,2.0,0,0.0,2.0,23.0,1
692.1,1185.85,493.75,19.75,93245,36.303666,-119.825657,2.0,24.75,524.0,0,25,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
3990.75,5547.91,1557.16,35.39,95832,38.445939,-121.496855,1.0,89.15,838.0,0,44,0.0,0.0,2.0,2.0,0,2.0,2.0,19.0,0
147.15,239.61,92.46,46.23,91731,34.079934,-118.046695,0.0,70.4,289.0,1,2,0.0,0.0,0.0,2.0,0,0.0,0.0,21.0,1
7856.0,9465.56,1609.56,23.67,93060,34.402343,-119.094824,2.0,113.15,890.0,1,68,2.0,2.0,2.0,2.0,0,2.0,2.0,22.0,1
536.4,799.2,262.8,43.8,93013,34.441398,-119.513163,0.0,93.55,162.0,0,6,0.0,0.0,0.0,2.0,0,0.0,2.0,5.0,1
4837.6,7120.87,2283.27,44.77,92028,33.362575,-117.299644,1.0,94.8,315.0,0,51,0.0,2.0,2.0,2.0,0,0.0,2.0,58.0,1
181.65,257.85,66.2,33.1,90034,34.030578,-118.399613,1.0,95.5,552.0,10,2,0.0,0.0,0.0,2.0,0,2.0,0.0,11.0,0
3435.6,4253.04,817.44,17.03,95240,38.123544,-121.159078,1.0,69.55,539.0,3,48,2.0,0.0,0.0,1.0,0,2.0,2.0,15.0,0
433.75,651.75,218.0,10.9,92019,32.785165,-116.862648,1.0,19.35,284.0,0,20,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
2665.0,4220.84,1555.84,48.62,91762,34.057256,-117.667677,2.0,79.5,700.0,0,32,0.0,0.0,0.0,2.0,0,0.0,0.0,12.0,0
272.95,515.85,261.45,17.43,95991,39.02741,-121.614982,0.0,19.8,1099.0,4,15,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
816.8,1326.4,509.6,39.2,95122,37.32886,-121.834567,0.0,63.15,861.0,3,13,0.0,2.0,0.0,0.0,3,2.0,2.0,25.0,0
732.5,1009.7,277.2,30.8,95692,39.043387,-121.409837,0.0,84.4,1066.0,0,9,0.0,0.0,0.0,2.0,0,0.0,0.0,18.0,1
442.85,493.57,50.72,12.68,95668,38.833554,-121.498102,0.0,99.8,769.0,0,4,0.0,0.0,2.0,2.0,0,2.0,2.0,10.0,1
3092.65,3454.45,361.8,6.7,92582,33.806708,-117.02007,0.0,55.0,859.0,0,54,0.0,0.0,2.0,0.0,2,0.0,0.0,16.0,1
1783.75,2132.89,349.14,15.18,94599,38.421458,-122.365048,0.0,79.1,1097.0,0,23,2.0,0.0,2.0,2.0,0,0.0,0.0,46.0,0
1588.75,1957.25,305.8,15.29,92154,32.578103,-117.012975,1.0,76.0,852.0,7,20,0.0,2.0,0.0,0.0,3,0.0,2.0,59.0,0
7674.55,10756.15,2931.6,41.88,93465,35.536115,-120.739231,1.0,109.5,986.0,1,70,2.0,0.0,2.0,2.0,0,2.0,2.0,59.0,1
1107.2,2578.8,1471.6,28.3,90302,33.975332,-118.355252,2.0,21.0,446.0,0,52,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
6613.65,9400.55,2786.9,44.95,91762,34.057256,-117.667677,1.0,104.3,700.0,5,62,2.0,2.0,0.0,2.0,0,2.0,2.0,5.0,0
3351.55,4710.14,1392.32,43.51,95222,38.071327,-120.632221,0.0,104.9,25.0,1,32,2.0,0.0,0.0,2.0,0,2.0,0.0,22.0,1
1714.95,4875.91,3160.96,49.39,90019,34.049841,-118.33846,2.0,25.55,552.0,9,64,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1077.05,1584.84,507.79,29.87,94549,37.907777,-122.127161,0.0,66.7,495.0,1,17,2.0,0.0,2.0,1.0,3,2.0,0.0,53.0,0
1033.0,1897.5,894.0,17.88,95962,39.342587,-121.249833,1.0,19.35,704.0,0,50,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
2847.4,3116.76,269.36,9.62,93624,36.397745,-120.119911,1.0,106.1,326.0,1,28,0.0,2.0,2.0,2.0,0,0.0,2.0,24.0,1
20.75,57.03,36.28,36.28,94618,37.84551,-122.235181,0.0,20.75,688.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
216.2,709.88,493.68,44.88,92056,33.194742,-117.29032,0.0,19.7,692.0,0,11,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
293.3,293.3,0.0,0.0,94596,37.900662,-122.052782,0.0,40.1,1043.0,0,7,0.0,0.0,2.0,1.0,0,0.0,2.0,19.0,1
2276.1,2252.6,0.0,0.0,95838,38.646096,-121.442433,1.0,70.5,838.0,9,52,0.0,2.0,0.0,1.0,2,2.0,2.0,19.0,0
4220.35,5107.59,887.24,21.64,91950,32.67102,-117.095235,2.0,99.65,652.0,0,41,2.0,0.0,2.0,2.0,0,0.0,2.0,59.0,0
50.45,60.18,9.73,9.73,92027,33.141265,-116.967221,0.0,50.45,305.0,1,1,0.0,0.0,0.0,1.0,2,2.0,0.0,29.0,1
7553.6,10729.2,3175.6,46.7,95640,38.33788,-120.954202,2.0,110.8,448.0,2,68,0.0,2.0,2.0,2.0,0,2.0,2.0,14.0,0
4619.55,5694.12,1074.57,21.07,91730,34.10097,-117.57882,1.0,93.5,795.0,2,51,0.0,2.0,2.0,2.0,0,2.0,0.0,46.0,0
1253.15,2069.57,816.42,37.11,94517,37.881842,-121.848111,0.0,55.1,193.0,0,22,2.0,2.0,0.0,1.0,0,0.0,0.0,15.0,0
2239.65,2815.45,575.8,28.79,95497,38.696659,-123.436861,0.0,105.85,989.0,3,20,0.0,0.0,2.0,2.0,0,2.0,2.0,16.0,1
2490.15,2667.25,177.1,5.06,95322,37.147198,-121.120161,2.0,69.15,397.0,0,35,2.0,2.0,2.0,0.0,0,2.0,0.0,20.0,0
2184.35,2184.35,0.0,0.0,90405,34.005439,-118.477507,0.0,55.9,889.0,3,39,0.0,2.0,0.0,1.0,0,2.0,2.0,13.0,1
1093.1,1782.45,689.35,40.55,90032,34.078821,-118.177576,0.0,64.7,552.0,0,17,0.0,0.0,0.0,0.0,0,0.0,2.0,41.0,1
2200.25,3009.17,808.92,38.52,90059,33.927254,-118.249826,0.0,104.4,552.0,1,21,0.0,2.0,0.0,2.0,0,2.0,2.0,59.0,1
3626.1,5020.5,1394.4,39.84,96052,40.704293,-122.803899,1.0,102.35,525.0,0,35,0.0,0.0,2.0,2.0,0,2.0,2.0,48.0,1
25.25,25.25,0.0,0.0,92084,33.22784,-117.200024,0.0,25.25,1039.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,15.0,1
1165.6,1875.86,710.26,41.78,94103,37.773147,-122.411287,0.0,70.5,855.0,0,17,0.0,0.0,0.0,2.0,0,0.0,0.0,16.0,0
5614.45,7178.85,1464.4,26.15,92707,33.714829,-117.872941,1.0,100.3,881.0,2,56,0.0,0.0,2.0,2.0,0,0.0,2.0,7.0,1
416.45,557.03,140.58,15.62,92108,32.774046,-117.142454,0.0,45.15,852.0,0,9,0.0,0.0,0.0,1.0,0,0.0,0.0,2.0,1
88.8,148.4,49.6,49.6,96084,40.923558,-122.059933,0.0,88.8,835.0,0,1,0.0,0.0,0.0,2.0,0,2.0,0.0,20.0,1
3874.1,5125.35,1251.25,19.25,95123,37.238758,-121.828375,1.0,61.35,861.0,0,65,0.0,2.0,2.0,1.0,2,2.0,0.0,19.0,0
487.75,861.99,374.24,46.78,94087,37.3511,-122.037311,0.0,60.0,967.0,0,8,0.0,2.0,0.0,1.0,0,0.0,0.0,24.0,0
49.25,57.63,8.38,8.38,95655,38.549822,-121.266725,0.0,49.25,587.0,3,1,2.0,0.0,0.0,1.0,1,0.0,0.0,19.0,1
332.45,501.77,169.32,42.33,95815,38.608405,-121.449942,0.0,80.8,838.0,0,4,2.0,0.0,0.0,2.0,0,0.0,2.0,76.0,1
1474.9,2169.7,694.8,23.16,96008,40.722733,-122.109666,0.0,50.0,67.0,10,30,0.0,0.0,0.0,1.0,0,2.0,0.0,6.0,0
7943.45,11169.77,3226.32,44.81,93066,34.297628,-119.014627,2.0,111.65,932.0,0,72,2.0,0.0,2.0,2.0,0,2.0,0.0,14.0,0
2964.8,4396.24,1431.44,49.36,91506,34.169706,-118.323548,0.0,103.95,119.0,1,29,0.0,0.0,0.0,2.0,1,2.0,0.0,19.0,0
8468.2,10682.2,2214.0,30.75,92311,34.965648,-117.001509,2.0,114.05,61.0,5,72,2.0,2.0,2.0,2.0,0,2.0,2.0,3.0,0
868.5,1065.13,146.63,13.33,92130,32.957195,-117.202542,0.0,79.5,852.0,1,11,0.0,0.0,0.0,2.0,0,0.0,0.0,19.0,1
4273.45,5062.63,789.18,18.79,92120,32.807867,-117.060993,0.0,101.75,852.0,0,42,0.0,0.0,2.0,2.0,0,0.0,2.0,16.0,1
1240.25,1240.25,0.0,0.0,92211,33.762759,-116.324817,0.0,54.15,720.0,0,24,0.0,0.0,2.0,1.0,0,2.0,2.0,52.0,1
25.3,35.3,0.0,0.0,92121,32.898613,-117.202937,0.0,25.3,852.0,0,1,0.0,0.0,0.0,0.0,3,0.0,0.0,51.0,1
903.6,903.6,0.0,0.0,92506,33.930931,-117.361788,1.0,43.75,827.0,0,22,0.0,0.0,2.0,1.0,0,2.0,2.0,16.0,1
58.85,132.74,73.89,24.63,95664,38.803731,-121.043799,0.0,19.75,752.0,0,3,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
129.6,129.6,0.0,0.0,91790,34.066964,-117.937007,0.0,29.05,1056.0,2,4,0.0,2.0,0.0,1.0,0,0.0,0.0,13.0,0
3655.45,4294.37,568.92,17.24,94542,37.656695,-122.048361,0.0,110.45,408.0,0,33,2.0,0.0,2.0,2.0,0,2.0,2.0,25.0,1
4993.4,6610.08,1616.68,31.09,95938,39.607831,-121.777959,0.0,98.15,277.0,6,52,0.0,2.0,2.0,2.0,1,2.0,2.0,28.0,0
7882.25,9023.45,1141.2,15.85,93512,37.653947,-118.231443,2.0,110.8,73.0,8,72,2.0,0.0,2.0,2.0,0,2.0,0.0,2.0,0
75.75,84.1,8.35,8.35,92027,33.141265,-116.967221,0.0,75.75,305.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,23.0,1
1558.7,2158.04,599.34,28.54,91962,32.800671,-116.483363,0.0,73.7,754.0,0,21,0.0,0.0,0.0,2.0,0,0.0,2.0,42.0,0
1432.55,4104.47,2671.92,37.11,95446,38.52576,-123.013347,2.0,20.55,395.0,5,72,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
70.45,85.73,15.28,15.28,90720,33.79499,-118.065591,0.0,70.45,549.0,1,1,0.0,0.0,0.0,2.0,2,0.0,0.0,30.0,1
5794.45,7921.89,2127.44,37.99,90292,33.977468,-118.445475,0.0,105.35,581.0,0,56,2.0,2.0,0.0,2.0,0,0.0,2.0,24.0,0
6094.25,6963.69,872.64,12.12,92881,33.833686,-117.513063,2.0,70.5,217.0,1,72,2.0,2.0,0.0,0.0,0,2.0,2.0,23.0,0
4779.45,6068.94,1289.49,24.33,96061,40.331975,-121.460674,0.0,92.55,609.0,5,53,2.0,0.0,2.0,2.0,2,0.0,0.0,52.0,0
145.4,162.4,17.0,8.5,91744,34.031441,-117.936436,0.0,73.55,491.0,1,2,0.0,0.0,2.0,2.0,0,0.0,2.0,59.0,1
819.55,845.71,26.16,3.27,95993,39.075694,-121.70606,0.0,100.85,1099.0,0,8,0.0,0.0,2.0,2.0,0,0.0,2.0,6.0,1
73.65,113.53,39.88,39.88,92590,33.475493,-117.219551,0.0,73.65,984.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,19.0,1
1519.0,4297.2,2778.2,47.9,93422,35.453912,-120.69461,2.0,24.7,44.0,0,58,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
1971.15,2124.42,153.27,3.93,95307,37.553469,-120.952825,2.0,49.8,178.0,0,39,2.0,0.0,0.0,1.0,0,0.0,0.0,15.0,0
23.45,23.45,0.0,0.0,95121,37.304681,-121.809955,0.0,23.45,861.0,3,1,0.0,0.0,0.0,1.0,0,0.0,0.0,21.0,1
231.8,322.55,90.75,30.25,94402,37.556634,-122.317723,0.0,76.05,871.0,0,3,0.0,0.0,0.0,2.0,0,0.0,0.0,28.0,1
3692.85,3867.57,174.72,4.48,93656,36.452211,-119.94575,1.0,95.55,826.0,0,39,2.0,2.0,0.0,2.0,0,2.0,2.0,71.0,1
2841.55,3838.7,997.15,26.95,96007,40.448632,-122.306657,0.0,76.25,24.0,0,37,0.0,0.0,0.0,2.0,0,0.0,0.0,17.0,1
2896.4,4524.08,1627.68,33.91,95405,38.439696,-122.668817,1.0,60.35,891.0,0,48,2.0,2.0,0.0,1.0,0,2.0,0.0,13.0,1
1527.35,1773.05,245.7,13.65,93618,36.523619,-119.386868,0.0,90.0,259.0,0,18,0.0,0.0,2.0,2.0,0,0.0,0.0,5.0,1
56.25,82.39,26.14,26.14,96069,40.689243,-122.037023,0.0,56.25,684.0,0,1,0.0,0.0,0.0,1.0,0,0.0,2.0,22.0,1
392.65,621.1,228.45,45.69,95830,38.490508,-121.284171,0.0,75.15,838.0,0,5,2.0,0.0,0.0,0.0,0,2.0,2.0,4.0,0
947.3,1457.9,510.6,42.55,90717,33.794209,-118.317354,0.0,78.1,543.0,0,12,0.0,0.0,0.0,2.0,0,0.0,2.0,18.0,1
914.0,1421.5,507.5,36.25,93465,35.536115,-120.739231,0.0,71.0,986.0,0,14,0.0,0.0,0.0,2.0,0,0.0,0.0,52.0,1
128.6,233.78,105.18,17.53,92507,33.976328,-117.319786,0.0,19.55,827.0,0,6,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
2354.8,4110.78,1755.98,46.21,91010,34.145695,-117.95982,1.0,62.3,269.0,0,38,2.0,0.0,0.0,0.0,0,2.0,2.0,14.0,1
7250.15,8103.45,853.3,12.19,93641,36.696759,-119.024051,2.0,104.0,616.0,0,70,2.0,2.0,0.0,2.0,0,0.0,2.0,42.0,1
5436.45,6103.85,667.4,9.4,91915,32.605012,-116.97595,2.0,76.05,189.0,6,71,0.0,0.0,0.0,2.0,1,2.0,0.0,10.0,0
318.5,468.75,150.25,30.05,92109,32.787836,-117.232376,0.0,69.05,852.0,0,5,0.0,0.0,0.0,2.0,0,0.0,0.0,11.0,1
70.9,110.71,39.81,39.81,93021,34.312945,-118.858169,0.0,70.9,632.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,23.0,1
3713.95,4739.95,1026.0,22.8,94089,37.421633,-122.009613,0.0,84.55,967.0,8,45,0.0,2.0,0.0,2.0,0,2.0,0.0,15.0,0
20.75,28.32,7.57,7.57,91325,34.236683,-118.517588,0.0,20.75,677.0,0,1,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
253.8,349.09,95.29,7.33,95409,38.468893,-122.580539,1.0,19.95,891.0,0,13,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
4889.2,6230.82,1341.62,27.38,90402,34.035849,-118.503508,0.0,98.35,889.0,7,49,0.0,0.0,2.0,2.0,3,0.0,2.0,57.0,0
521.3,528.2,6.9,1.15,92109,32.787836,-117.232376,0.0,90.1,852.0,0,6,0.0,0.0,2.0,2.0,0,0.0,0.0,3.0,1
98.5,111.44,12.94,6.47,95828,38.486938,-121.395805,0.0,45.15,838.0,0,2,0.0,0.0,0.0,1.0,0,0.0,0.0,21.0,1
6585.35,9462.27,2876.92,40.52,95562,40.485849,-124.163234,2.0,93.7,818.0,2,71,0.0,0.0,0.0,2.0,0,0.0,2.0,17.0,1
1729.35,2832.1,1002.75,40.11,94591,38.105733,-122.186338,0.0,69.75,1025.0,0,25,0.0,0.0,0.0,2.0,0,0.0,0.0,18.0,0
2697.4,3732.18,1034.78,33.38,91040,34.282704,-118.312929,0.0,86.55,966.0,0,31,0.0,0.0,0.0,2.0,0,0.0,0.0,27.0,1
333.55,500.43,166.88,41.72,96073,40.582399,-122.195512,0.0,84.05,724.0,0,4,0.0,0.0,2.0,2.0,0,2.0,2.0,69.0,1
4759.55,5913.47,1153.92,18.03,95961,39.082568,-121.55325,2.0,74.35,698.0,2,64,2.0,2.0,2.0,0.0,0,2.0,2.0,42.0,0
69.6,115.81,46.21,46.21,92027,33.141265,-116.967221,0.0,69.6,305.0,0,1,0.0,0.0,0.0,2.0,0,0.0,2.0,58.0,1
6028.95,8293.14,2264.19,31.89,95140,37.382909,-121.634151,1.0,85.45,640.0,0,71,0.0,2.0,2.0,2.0,1,0.0,0.0,30.0,0
663.55,1045.24,381.69,42.41,90015,34.039224,-118.266293,0.0,76.85,552.0,0,9,0.0,0.0,0.0,2.0,0,0.0,0.0,8.0,0
1028.75,1770.29,741.54,14.54,92027,33.141265,-116.967221,2.0,19.95,305.0,10,51,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
1863.8,1898.05,34.25,1.37,95131,37.387027,-121.897775,1.0,74.3,861.0,0,25,2.0,2.0,2.0,1.0,0,2.0,0.0,21.0,1
50.1,96.59,46.49,46.49,94937,38.099323,-122.945723,0.0,50.1,447.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,14.0,1
69.55,99.33,29.78,29.78,92327,34.875144,-116.821698,0.0,69.55,238.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,13.0,1
1453.1,1453.1,0.0,0.0,93245,36.303666,-119.825657,0.0,30.2,524.0,0,49,0.0,0.0,0.0,0.0,0,2.0,0.0,58.0,0
405.7,766.37,366.57,40.73,92704,33.719869,-117.907063,0.0,43.75,881.0,0,9,0.0,0.0,0.0,1.0,0,0.0,0.0,29.0,0
3184.25,3184.25,0.0,0.0,91737,34.245289,-117.642503,1.0,60.45,795.0,1,53,2.0,0.0,2.0,1.0,0,2.0,2.0,13.0,1
1070.15,2387.67,1317.52,30.64,95046,37.084697,-121.606417,2.0,25.1,870.0,0,43,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,0
76.45,90.29,3.84,3.84,92121,32.898613,-117.202937,0.0,76.45,852.0,0,1,0.0,0.0,0.0,2.0,0,0.0,0.0,13.0,1
2452.7,2452.7,0.0,0.0,95624,38.434138,-121.30587,0.0,41.05,297.0,1,59,0.0,0.0,2.0,1.0,0,0.0,2.0,69.0,1
1359.45,1494.63,135.18,7.51,92536,33.482243,-116.827173,2.0,73.55,5.0,0,18,0.0,0.0,2.0,2.0,0,0.0,0.0,24.0,0
5535.8,7940.06,2404.26,42.18,92352,34.2565,-117.19335,1.0,95.0,500.0,3,57,0.0,0.0,2.0,2.0,2,0.0,2.0,22.0,0
2656.5,3751.77,1095.27,33.19,94566,37.633361,-121.862395,0.0,80.6,771.0,1,33,0.0,0.0,2.0,0.0,0,0.0,0.0,15.0,1
93.7,93.7,0.0,0.0,95982,39.172777,-121.805845,0.0,36.45,972.0,1,3,0.0,0.0,0.0,1.0,0,0.0,0.0,20.0,1
1315.0,1315.0,0.0,0.0,95230,37.956963,-120.863055,2.0,36.65,317.0,0,37,0.0,0.0,2.0,1.0,0,2.0,0.0,29.0,0
1597.25,2111.87,514.62,28.59,92126,32.886925,-117.152162,0.0,90.7,852.0,0,18,0.0,0.0,0.0,2.0,0,2.0,2.0,26.0,1
3243.45,3342.07,115.63,3.73,95350,37.671806,-121.007575,0.0,104.2,620.0,4,31,2.0,0.0,0.0,2.0,0,2.0,2.0,13.0,1
6579.05,6962.65,383.6,5.48,93040,34.432843,-118.730106,2.0,93.9,760.0,1,70,2.0,2.0,2.0,2.0,0,2.0,0.0,14.0,1
3862.55,5630.03,1767.48,40.17,91754,34.050322,-118.147037,0.0,84.8,629.0,0,44,0.0,0.0,2.0,2.0,0,2.0,0.0,6.0,1
2231.05,2617.45,386.4,16.1,92122,32.85723,-117.209774,0.0,93.15,852.0,1,24,0.0,0.0,0.0,0.0,0,2.0,2.0,12.0,1
1914.9,2746.5,831.6,37.8,95642,38.336216,-120.76901,0.0,94.7,452.0,7,22,0.0,0.0,0.0,2.0,0,2.0,2.0,15.0,1
39.65,59.65,0.0,0.0,90022,34.02381,-118.156582,0.0,39.65,552.0,0,1,0.0,0.0,0.0,1.0,0,2.0,0.0,8.0,1
1266.1,1424.44,158.34,11.31,94904,37.946617,-122.563571,0.0,90.45,381.0,0,14,0.0,0.0,0.0,2.0,0,0.0,0.0,24.0,1
45.6,83.04,37.44,37.44,92845,33.782955,-118.026456,0.0,45.6,355.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,9.0,0
19.45,68.41,48.96,48.96,95545,40.342928,-124.063329,0.0,19.45,426.0,0,1,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,1
1267.05,3442.6,2175.55,33.47,96059,40.426679,-121.850421,2.0,19.85,578.0,5,65,1.0,1.0,1.0,3.0,1,1.0,1.0,0.0,0
412.5,602.45,219.95,43.99,94945,38.135897,-122.563683,0.0,80.0,679.0,0,5,0.0,0.0,0.0,2.0,0,0.0,2.0,42.0,1
331.6,923.95,592.35,39.49,92128,33.000269,-117.072093,2.0,19.6,852.0,0,15,1.0,1.0,1.0,3.0,0,1.0,1.0,0.0,0
3139.8,3139.8,0.0,0.0,91362,34.191842,-118.822796,2.0,45.25,992.0,11,72,2.0,2.0,2.0,1.0,0,2.0,0.0,17.0,0
24.25,24.25,0.0,0.0,93262,36.527243,-118.594938,0.0,24.25,906.0,0,1,0.0,0.0,0.0,1.0,0,0.0,0.0,7.0,1
609.9,993.18,383.28,47.91,92109,32.787836,-117.232376,0.0,74.5,852.0,1,8,0.0,2.0,0.0,2.0,0,0.0,0.0,23.0,1
106.55,156.21,49.66,24.83,92028,33.362575,-117.299644,0.0,49.4,315.0,0,2,0.0,0.0,0.0,0.0,0,0.0,2.0,52.0,1
19.75,31.66,11.91,11.91,94608,37.83726,-122.287648,0.0,19.75,300.0,0,1,1.0,1.0,1.0,3.0,3,1.0,1.0,0.0,1
